1,75,Jul 7(1),NYY,@,SLB,L,2-12,7-GF(8),,99,1.1,1,0,0,1,1,0,0,0.00,6,,0,0,0,5,0,0,0,0,0,0
2,79,Jul 10(2),NYY,@,SLB,L,3-13,,,2,1.0,4,4,4,2,0,0,0,15.43,9,,,,,7,,,,,0,
3,86,Jul 16,NYY,@,CLE,L,9-17,7-8,,5,0.1,2,1,1,1,0,0,0,16.88,4,,1,0,0,3,0,0,0,0,0,0
