1,140 (139),Sep 17,DET,,BOS,W,14-13,GS-0,3,3,1,1,0,0,0,0,0,,0,0,0,,,,0,0,.333,.333,.333,.667,9,P
2,145 (4),Sep 21,DET,,WSH,W,12-11,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.333,.333,.333,.667,9,P
3,147 (1),Sep 23 (2),DET,,SLB,L,0-3,GS-0,2,2,0,0,0,0,0,0,0,,1,0,0,,,,0,0,.200,.200,.200,.400,9,P
4,155 (7),Oct 3,DET,,CLE,W,6-5,0-0,3,3,0,1,0,0,0,0,0,,0,0,0,,,,0,0,.250,.250,.250,.500,9,P
