140 (139),Sep 17,DET,,BOS,W,14-13,GS,0,6.2,0,0,0,0,0,
145 (4),Sep 21,DET,,WSH,W,12-11,GF,0,2.0,0,0,0,0,0,
147 (1),Sep 23 (2),DET,,SLB,L,0-3,GS,0,7.0,0,2,0,2,0,
155 (7),Oct 3,DET,,CLE,W,6-5,GF,0,8.0,0,0,0,0,0,
