1,140,Sep 17,DET,,BOS,W,14-13,GS-,,99,6.2,3,6,2,9,2,0,0,2.70,32,45,,,,23,,,,,0,
2,145,Sep 21,DET,,WSH,W,12-11,,W(1-0),3,2.0,0,0,0,0,1,0,0,2.08,6,,,,,6,,,,,0,
3,147,Sep 23(2),DET,,SLB,L,0-3,GS-,L(1-1),1,7.0,7,2,2,2,1,0,0,2.30,27,54,,,,25,,,,,0,
4,155,Oct 3,DET,,CLE,W,6-5,,W(2-1),9,8.0,6,4,4,7,1,0,1,3.04,36,,,,,28,,,,,0,
