142 (141),Sep 13,CLE,,PHA,W,8-4,CG,0,9.0,3,0,0,3,0,
143,Sep 14,CLE,,PHA,W,9-1,CG,0,9.0,1,0,0,1,0,
144,Sep 15,CLE,,PHA,W,3-2,CG,0,9.0,0,0,0,0,0,
145,Sep 16,CLE,,NYY,L,3-4,CG,0,9.0,0,0,0,0,0,
146,Sep 17,CLE,,NYY,W,9-7,CG,0,9.0,1,0,0,1,0,
