1,75,Jul 2,MIL,,BOS,L,4-14,9-GF,,99,1.0,3,1,1,0,0,0,0,9.00,6,15,11,1,0,2,4,1,1,0,,0,0,0,0,0,6,1,0,0,0,0,0,.00,0.000,-0.51, 9t --- 0 out d9, 9t end d10
2,103,Aug 3,MIL,,TEX,L,5-14,9-GF,,31,1.0,0,0,0,1,0,0,0,4.50,4,18,8,2,0,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,0.49, 9t --- 0 out d9, 9t end d 9
