12 (11),Apr 12,DET,@,CLE,L,3-9,,18,4.0,0,0,0,0,0,P
16 (3),Apr 19,DET,,BAL,W,13-8,,7,1.2,0,0,0,0,0,P
30 (13),May 3,DET,@,KCR,L,6-10,,11,1.2,0,0,0,0,0,P
