1,147,Sep 27(1),PHA,,SLB,W,9-4,CG,W(1-0),99,9.0,7,4,0,2,4,0,0,0.00,35,,,,,,67,,,,,,33,1,0,,,0,,,,,,
2,154,Oct 2(2),PHA,,CLE,L,2-6,CG,L(1-1),4,9.0,10,6,6,2,2,0,0,3.00,37,11,12,3,0,10,43,,,1,1,0,33,4,0,0,1,0,2,.68,-0.219,-2.20, 1t start tie, 9t 3 out d6
