236,1,Apr 12,KCA,,DET,W,6-2,7-GF,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,9,.03,-0.001,-0.20,P
237,6 (4),Apr 18,KCA,,CLE,L,9-11,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,P
