432,75,Jun 27,CLE,,CAL,L,1-2,10-GF(10),L(0-1),99,1.0,1,1,1,0,0,1,0,9.00,4,17,12,2,1,1,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.94,-0.305,-0.51,10t --- 0 out tie,10t end d 1
433,140,Sep 7,CLE,,TOR,L,4-12,6-6,,71,1.0,4,2,2,0,0,0,0,13.50,7,24,14,3,2,4,3,2,0,0,,0,0,0,0,0,7,0,1,0,0,0,0,.04,-0.009,-1.51, 6t --- 0 out d7, 6t 3 out d9
434,151,Sep 19,CLE,,OAK,L,1-5,7-8,,11,1.0,3,2,2,0,0,0,0,15.00,6,27,16,4,1,0,6,4,0,0,,0,0,0,0,0,5,0,0,0,0,1,0,.61,-0.067,-0.89, 7t --- 0 out d2, 8t 1-- 0 out d3
