144 (143),Sep 9,OAK,@,DET,W,3-2,GS,27,7.0,0,3,0,3,0,3B
145,Sep 10,OAK,@,DET,W,5-2,GS,32,7.0,1,2,0,3,1,3B
146,Sep 11,OAK,,TEX,L,1-6,CG,44,9.0,0,2,0,2,0,3B
147,Sep 12,OAK,,TEX,L,0-7,CG,39,9.0,9,0,0,9,1,1B
152 (4),Sep 18,OAK,,LAA,L,4-6,CG,44,9.0,10,0,0,10,1,1B
153,Sep 19,OAK,,SEA,W,2-0,CG,38,9.0,10,0,1,11,0,1B
154,Sep 20,OAK,,SEA,W,8-7,GS,28,6.0,8,1,0,9,1,1B
155,Sep 21,OAK,,SEA,W,5-3,GS,30,7.0,1,1,0,2,0,3B
156,Sep 22,OAK,@,TEX,W,4-3,CG,45,11.0,1,1,0,2,0,3B
157,Sep 23,OAK,@,TEX,L,4-6,CG,37,8.0,1,0,0,1,0,3B
158,Sep 24,OAK,@,TEX,L,4-14,CG,45,8.0,1,0,0,1,0,3B
159,Sep 26,OAK,@,SEA,L,8-10,CG,39,8.0,1,3,0,4,0,3B
160,Sep 27,OAK,@,SEA,L,3-7,GS,28,7.0,0,2,0,2,0,3B
161,Sep 28,OAK,@,SEA,L,3-4,GS,30,7.0,0,0,0,0,0,3B
