32,43,May 22,CHW,,BAL,L,1-5,5-GF,,99,4.2,5,2,2,3,4,1,0,3.86,21,88,45,13,8,5,9,1,1,0,,1,0,1,0,0,18,0,0,0,2,0,1,.31,0.015,0.52, 5t -2- 1 out d3, 9t end d 4
33,50,May 30,CHW,,DET,L,3-10,GS-6,L(0-1),7,5.0,4,5,5,3,3,1,0,6.52,20,96,47,15,3,8,6,2,0,0,39,,,1,1,0,17,0,0,0,1,0,0,.85,-0.232,-2.04, 1t start tie, 6t 1-- 0 out d4
