2,4,Apr 23(1),SLB,,CLE,L,6-9,GS-5,,99,4.2,4,5,2,6,1,0,0,3.86,23,8,4,0,0,4,37,,,0,0,0,17,0,0,0,2,0,1,1.23,-0.142,-0.87, 1t start tie, 5t 123 2 out tie
3,7,Apr 26,SLB,,DET,L,6-8,,L(0-1),2,2.0,2,2,2,1,0,0,0,5.40,9,,,,,,,,,,,,7,,,0,,0,,,,,,
