151 (150),Sep 28 (1),NYG,,PHI,W,6-5,CG,41,9.0,4,0,0,4,0,RF
154 (2),Oct 2 (2),NYG,,BSN,L,1-2,GF,0, ,1,0,0,1,0,
155,Oct 3,NYG,,BSN,L,1-11,CG,0,9.0,1,0,0,1,0,
