43 (42),May 20,COL,@,MIL,L,6-7,,3,1.0,1,0,0,1,0,P
44,May 21,COL,@,MIL,L,2-3,,3,1.0,0,0,0,0,0,P
46 (1),May 24 (1),COL,,ARI,W,12-4,,4,1.0,0,0,0,0,0,P
49 (2),May 26,COL,,ARI,L,3-6,,4,1.0,0,0,0,0,0,P
50,May 27,COL,,STL,L,3-10,,6,1.0,0,0,0,0,0,P
53 (2),May 30,COL,@,LAD,L,1-7,,1,0.1,0,0,0,0,0,P
54,May 31,COL,@,LAD,L,2-8,,6,0.2,0,0,0,0,0,P
