233,3,Apr 18,BSN,,NYG,L,4-13,,,99,7.1,12,6,3,2,1,0,1,3.68,31,,,,,27,,,,,,
234,11,Apr 26,BSN,,PHI,L,4-10,,,7,6.0,7,4,4,1,2,0,1,4.72,24,,,,,21,,,,,,
