234,3 (2),Apr 18,BSN,,NYG,L,4-13,0-GF,4,3,1,0,0,0,0,0,1,,1,0,0,,,,0,,.000,.250,.000,.250,9,P
235,11 (7),Apr 26,BSN,,PHI,L,4-10,0-0,2,2,0,0,0,0,0,0,0,,1,0,0,,,,0,,.000,.167,.000,.167,9,P
