86,1,Apr 14,PHI,,NYG,L,1-3,,,99,1.0,0,0,0,1,0,0,0,0.00,3,,,,,2,,,,,,
87,3,Apr 17,PHI,,NYG,L,2-14,,,2,2.0,4,3,0,0,2,0,1,0.00,10,,,,,9,,,,,,
88,8,Apr 23,PHI,@,BSN,L,0-9,,,5,4.0,5,3,0,4,1,0,0,0.00,19,,,,,15,,,,,,
