1,54,Jun 1(1),STL,,SFG,W,8-0,9-GF,,99,1.0,1,0,0,1,1,0,0,0.00,5,18,12,1,4,1,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.02,0.000,0.45, 9t --- 0 out a8, 9t end a 8
2,56,Jun 2,STL,,SFG,L,2-4,9-GF,,0,1.0,0,0,0,0,0,0,0,0.00,3,11,7,2,1,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.19,0.014,0.45, 9t --- 0 out d2, 9t end d 2
3,58,Jun 4,STL,,ARI,L,6-7,12-13,,1,2.0,0,0,0,1,2,0,0,0.00,7,26,19,7,4,0,4,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,2.04,0.253,0.90,12t --- 0 out tie,13t 3 out tie
4,60,Jun 6,STL,,ARI,W,12-8,9-9,,1,0.1,2,3,3,3,0,0,0,6.23,6,30,15,3,4,2,1,0,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,.12,-0.030,-3.06, 9t --- 0 out a7, 9t 123 1 out a5
5,62,Jun 8,STL,@,CIN,L,2-4,8-GF(8),,1,1.0,0,0,0,0,2,0,0,5.06,3,11,8,3,3,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.15,0.012,0.45, 8b --- 0 out d2, 8b end d 2
6,64,Jun 11,STL,@,NYM,W,9-2,8-GF,,2,2.0,0,0,0,1,2,0,0,3.68,7,26,14,5,4,0,4,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,.03,0.006,0.83, 8b --- 0 out a6, 9b end a 7
7,67,Jun 14,STL,@,MIA,L,4-5,7-7,,2,1.0,1,0,0,0,1,0,0,3.24,4,15,9,4,2,0,3,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.43,0.020,0.45, 7b --- 0 out d2, 7b 3 out d2
8,68,Jun 15,STL,@,MIA,W,13-7,9-GF,,0,1.0,0,0,0,0,2,0,0,2.89,3,12,7,1,3,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.03,0.002,0.45, 9b --- 0 out a6, 9b end a 6
9,71,Jun 18,STL,,CHC,L,2-4,8-8,,2,1.0,0,0,0,1,0,0,0,2.61,4,21,11,5,1,1,2,0,2,0,,0,0,0,0,0,3,0,0,0,0,0,0,.22,0.012,0.45, 8t --- 0 out d3, 8t 3 out d3
10,77,Jun 25,STL,@,HOU,W,13-5,8-8,,6,1.0,0,0,0,0,0,0,0,2.38,3,15,8,3,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,0.48, 8b --- 0 out a9, 8b 3 out a9
11,83,Jul 3,STL,@,LAA,W,12-2,8-9,,7,1.2,1,0,0,0,0,0,0,2.08,6,19,12,3,0,1,5,1,1,0,,0,0,0,0,0,6,1,0,0,0,0,0,.00,0.000,0.61, 8b --- 0 out a10, 9b -2- 2 out a10
12,92,Jul 13,STL,@,CHC,L,4-6,5-5,,9,0.2,0,0,0,0,1,0,1,1.98,3,12,7,3,1,0,1,0,0,0,,2,0,2,0,0,2,0,0,0,0,0,0,.27,0.010,0.86, 5b 12- 1 out d5, 5b 3 out d5
13,105,Jul 30(2),STL,@,PIT,L,0-6,7-GF(8),,16,2.0,3,2,2,1,1,0,0,2.87,10,42,23,5,3,3,5,2,1,0,,0,0,0,0,0,8,1,1,0,0,1,0,.03,-0.017,-1.16, 7b --- 0 out d4, 8b end d 6
14,108,Aug 2,STL,@,CIN,W,13-3,8-GF,,2,2.0,1,0,0,0,0,0,0,2.55,7,20,12,3,0,4,3,1,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.00,0.000,0.90, 8b --- 0 out a10, 9b end a10
15,109,Aug 3,STL,@,CIN,L,3-8,8-GF(8),,0,0.2,1,0,0,0,1,0,0,2.45,3,11,7,2,2,0,2,1,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,.03,0.001,0.48, 8b 1-- 1 out d5, 8b end d 5
16,113,Aug 7,STL,,LAD,L,4-13,8-9,,3,1.2,3,4,4,3,3,0,0,4.05,11,45,25,7,6,0,5,3,1,0,,0,0,0,0,0,8,1,0,0,0,0,0,.03,-0.002,-3.51, 8t --- 0 out d5, 9t 12- 2 out d9
