1,20 (19),May 7,WSH,,SLB,L,2-15,6-GF,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,.000,.000,.000,.000,5,.01,-0.001,-1.33,3B
2,21,May 8,WSH,,DET,L,2-12,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,0,.167,.167,.167,.333,8,,,,3B
3,24 (2),May 12,WSH,,CHW,L,6-9,4-GF,3,3,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,.111,.111,.111,.222,5,.96,-0.076,-0.95,3B
