20 (19),May 7,WSH,,SLB,L,2-15,GF,19,4.0,0,0,0,0,0,3B
21,May 8,WSH,,DET,L,2-12,CG,0,9.0,1,6,0,7,1,
24 (2),May 12,WSH,,CHW,L,6-9,GF,23,6.0,0,3,0,3,0,3B
