,date,Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,Open OU,Unnamed: 18,Close OU,Unnamed: 20,h_team,h_1st,h_2nd,h_3rd,h_4th,h_5th,h_6th,h_7th,h_8th,h_9th,h_final,h_ML,h_win,v_win,Past_10_v,Past_10_h,season,neutral,team1,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
10,2013402,402,953,V,STL,JGARCIA-L,0,0,0,1,0,2,3,0,0,6,112,101,9,-113,9,-105,ARI,0,1,0,0,0,0,0,0,0,1,-122,0,1,,,2013,0,ARI,1513.505,1524.043,0.519363686,0.480636314,1510.418,1527.13,1512.76,1523.828,Trevor Cahill,Jaime Garcia,51.612,49.495,7.9994,-3.6002,0.535245259,0.464754741,1509.555,1527.033,1,6
11,2013402,402,957,V,BAL,JHAMMEL-R,2,0,0,0,0,0,5,0,0,7,144,150,7,-108,6.5,-120,TAM,0,0,0,1,0,2,0,1,0,4,-164,0,1,,,2013,0,TBD,1545.54,1523.266,0.566202648,0.433797352,1542.866,1525.94,1549.203,1524.674,David Price,Jason Hammel,61.525,53.505,35.9315,14.5935,0.603530351,0.396469649,1546.307,1527.569,4,7
12,2013402,402,961,V,TEX,YDARVISH-R,0,0,1,0,0,0,2,2,2,7,-192,-180,8,-105,8,100,HOU,0,0,0,0,0,0,0,0,0,0,172,0,1,,,2013,0,HOU,1450.186,1522.822,0.430460807,0.569539193,1447.192,1525.817,1451.257,1525.391,Lucas Harrell,Yu Darvish,51.169,57.865,13.4091,30.4325,0.404538682,0.595461318,1448.502,1528.146,0,7
13,2013403,403,909,V,COL,JNICASIO-R,0,2,0,0,2,0,0,0,3,7,110,120,8.5,-108,8.5,-110,MIL,0,0,2,0,0,0,1,0,0,3,-125,0,1,,,2013,0,MIL,1515.001,1473.221,0.593549899,0.406450101,1511.713,1476.509,1513.813,1471.767,Wily Peralta,Juan Nicasio,49.961,48.91,-1.645,7.1111,0.581707592,0.418292408,1510.607,1474.972,3,7
14,2013403,403,923,V,BOS,CBUCHHOLZ-R,1,1,4,0,0,1,0,0,0,7,103,108,8,-105,7.5,-105,NYY,0,0,0,1,0,0,0,3,0,4,-113,0,1,,,2013,0,NYY,1534.594,1488.217,0.59991779,0.40008221,1531.81,1491.001,1533.702,1487.082,Hiroki Kuroda,Clay Buchholz,57.52,52.287,26.2542,19.1572,0.610014939,0.389985061,1530.858,1489.927,4,7
15,2013403,403,907,V,PHI,RHALLADAY-R,0,0,0,0,0,0,2,0,0,2,104,125,7.5,103,7,-120,ATL,3,0,0,4,0,0,0,2,0,9,-114,1,0,,,2013,0,ATL,1529.657,1515.922,0.554092503,0.445907497,1532.793,1512.785,1528.702,1513.655,Paul Maholm,Roy Halladay,52.252,51.413,4.9444,-1.5886,0.565221153,0.434778847,1531.736,1510.621,9,2
16,2013403,403,919,V,DET,ASANCHEZ-R,0,0,1,0,1,0,0,0,0,2,-144,-150,8,-105,8.5,-105,MIN,0,0,0,0,0,0,1,0,2,3,129,1,0,,,2013,0,MIN,1467.892,1532.548,0.441756913,0.558243087,1469.457,1530.984,1467.829,1529.108,Kevin Correia,Anibal Sanchez,46.721,54.515,-3.8963,5.3486,0.433444055,0.566555945,1469.423,1527.515,3,2
17,2013403,403,925,V,BAL,WCHEN-L,3,0,0,0,0,1,1,1,1,7,123,117,7.5,-107,7,-120,TAM,0,0,0,0,0,4,3,0,1,8,-138,1,0,,,2013,0,TBD,1542.866,1525.94,0.558626341,0.441373659,1544.107,1524.699,1546.307,1527.569,Jeremy Hellickson,Wei-Yin Chen,53.176,50.288,-2.4581,-0.7003,0.558703268,0.441296732,1547.548,1526.329,8,7
18,2013403,403,921,V,CLE,UJIMENEZ-R,0,0,1,0,0,0,0,1,0,3,155,150,8.5,-113,9,-120,TOR,0,0,1,0,0,0,0,0,1,2,-175,0,1,,,2013,0,TOR,1488.674,1463.146,0.570797602,0.429202398,1487.05,1464.77,1488.066,1462.051,Brandon Morrow,Ubaldo Jimenez,54.715,45.948,30.2868,-4.6859,0.619924676,0.380075324,1486.264,1463.854,2,3
19,2013403,403,927,V,SEA,JSAUNDERS-L,2,0,0,0,0,0,0,0,0,2,125,135,7,-105,7.5,-105,OAK,0,1,1,2,0,0,2,0,0,6,-140,1,0,,,2013,0,OAK,1528.763,1500.725,0.574333682,0.425666318,1530.906,1498.582,1532.133,1500.866,Tommy Milone,Joe Saunders,50.379,49.772,-3.4169,-7.0829,0.584007263,0.415992737,1534.212,1498.788,6,2
20,2013403,403,911,V,STL,LLYNN-R,0,0,4,0,0,3,1,0,0,9,103,-103,9,-105,9,-110,ARI,1,0,0,0,4,2,0,1,0,10,-113,1,0,,,2013,0,ARI,1510.418,1527.13,0.510486737,0.489513263,1511.747,1525.801,1509.555,1527.033,Brandon McCarthy,Lance Lynn,53.947,49.646,18.8235,-3.2571,0.54106971,0.45893029,1510.779,1525.809,10,9
21,2013403,403,917,V,TEX,AOGANDO-R,0,0,0,0,0,1,0,3,0,4,-185,-170,8.5,-103,8.5,-115,HOU,0,0,0,0,0,0,0,0,0,0,165,0,1,,,2013,0,HOU,1447.192,1525.817,0.422029704,0.577970296,1445.083,1527.925,1448.502,1528.146,Philip Humber,Alexi Ogando,46.107,52.323,-10.7254,2.3876,0.402322547,0.597677453,1446.525,1530.123,0,4
22,2013404,404,957,V,PHI,CLEE-L,0,2,0,0,0,0,0,0,0,2,120,112,7,100,6.5,-105,ATL,0,0,0,0,0,0,0,0,0,0,-135,0,1,,,2013,0,ATL,1532.793,1512.785,0.562996058,0.437003942,1530.648,1514.931,1531.736,1510.621,Kris Medlen,Cliff Lee,57.576,59.605,29.4314,38.2815,0.552000675,0.447999325,1529.643,1512.715,0,2
23,2013404,404,967,V,BOS,RDEMPSTER-R,0,0,0,0,0,0,1,0,1,2,110,110,8,-105,8,-105,NYY,0,2,1,0,0,0,1,0,0,4,-125,1,0,,,2013,0,NYY,1531.81,1491.001,0.592200733,0.407799267,1533.202,1489.609,1530.858,1489.927,Andy Pettitte,Ryan Dempster,56.135,51.241,20.3792,13.9073,0.60133438,0.39866562,1532.208,1488.576,4,2
24,2013404,404,965,V,SEA,BMAURER-R,0,0,0,0,1,1,0,0,0,2,140,140,7,-125,7.5,-105,OAK,2,0,0,0,1,3,0,2,0,8,-160,1,0,,,2013,0,OAK,1530.906,1498.582,0.580354059,0.419645941,1533.554,1495.933,1534.212,1498.788,A.J. Griffin,Brandon Maurer,50.877,47.4,-1.3019,-17.3195,0.606894455,0.393105545,1536.636,1496.364,8,2
25,2013404,404,959,V,DET,RPORCELLO-R,1,0,1,0,0,0,0,0,0,2,-140,-150,8.5,-105,8.5,-115,MIN,0,0,2,1,0,0,0,5,0,8,125,1,0,,,2013,0,MIN,1469.457,1530.984,0.446203349,0.553796651,1473.164,1527.277,1469.423,1527.515,Mike Pelfrey,Rick Porcello,44.267,46.999,-16.027,-30.4654,0.471746326,0.528253674,1472.919,1524.018,8,2
26,2013404,404,963,V,BAL,MGONZALEZ-R,0,2,0,0,0,2,0,2,0,6,115,101,8,-110,8,-110,TAM,0,0,0,0,2,0,0,0,1,3,-130,0,1,,,2013,0,TBD,1544.107,1524.699,0.562146112,0.437853888,1541.457,1527.349,1547.548,1526.329,Fausto Carmona,Miguel Gonzalez,45.057,53.417,-39.9077,13.9073,0.487631885,0.512368115,1545.327,1528.549,3,6
27,2013404,404,969,V,CLE,BMYERS-R,1,0,0,2,0,3,1,1,0,8,145,164,9,-110,9,-130,TOR,2,1,0,0,3,3,0,1,0,10,-165,1,0,,,2013,0,TOR,1487.05,1464.77,0.566211132,0.433788868,1488.57,1463.25,1486.264,1463.854,Mark Buehrle,Brett Myers,51.055,51.636,12.4597,21.338,0.553803337,0.446196663,1487.841,1462.277,10,8
28,2013405,405,925,V,OAK,DSTRAILY-R,1,0,0,0,7,0,0,0,0,8,-140,-150,8.5,100,8.5,-105,HOU,0,0,0,0,0,1,1,0,1,3,125,0,1,,,2013,0,HOU,1445.083,1533.554,0.408269232,0.591730768,1442.796,1535.841,1446.525,1536.636,Brad Peacock,Dan Straily,49.154,47.481,3.2618,-17.0328,0.442879939,0.557120061,1443.977,1539.184,3,8
29,2013405,405,915,V,NYY,INOVA-R,0,0,0,0,3,0,0,0,0,3,160,160,8.5,-105,8,-115,DET,1,1,0,0,3,1,2,0,0,8,-180,1,0,,,2013,0,DET,1527.277,1533.202,0.525988574,0.474011426,1530.007,1530.472,1524.018,1532.208,Doug Fister,Ivan Nova,56.947,48.047,16.9623,-18.1373,0.572608713,0.427391287,1526.405,1529.822,8,3
30,2013405,405,927,V,SEA,BBEAVAN-R,1,0,0,0,5,0,0,0,0,8,122,123,8.5,-105,8.5,100,CWS,0,0,0,1,4,0,1,0,0,7,-137,0,1,,,2013,0,CHW,1512.401,1495.933,0.557976188,0.442023812,1510.832,1497.503,1511.969,1496.364,Jose Quintana,Blake Beavan,47.393,48.644,-19.8199,-10.528,0.54894152,0.45105848,1510.431,1497.902,7,8
31,2013405,405,911,V,ARI,WMILEY-L,0,0,0,1,0,0,2,0,0,3,-102,117,8,-115,8.5,-120,MIL,0,0,0,1,0,0,0,0,0,1,-108,0,1,,,2013,0,MIL,1511.713,1511.747,0.534435247,0.465564753,1509.663,1513.797,1510.607,1510.779,Kyle Lohse,Wade Miley,52.61,51.277,11.3035,7.1205,0.545249147,0.454750853,1508.505,1512.881,1,3
32,2013405,405,921,V,BOS,FDOUBRONT-L,0,1,0,1,2,0,0,1,1,6,143,129,8.5,-110,8.5,-105,TOR,0,1,0,0,2,0,1,0,0,4,-163,0,1,,,2013,0,TOR,1488.57,1489.609,0.532995513,0.467004487,1486.595,1491.583,1487.841,1488.576,Josh Johnson,Felix Doubront,54.579,48.483,29.8215,0.9447,0.577524529,0.422475471,1485.659,1490.758,4,6
33,2013405,405,919,V,MIN,LHENDRIKS-R,0,0,0,4,0,1,0,0,0,5,135,140,9.5,100,9,-110,BAL,0,0,1,1,2,0,0,5,0,9,-150,1,0,,,2013,0,BAL,1527.349,1473.164,0.610655648,0.389344352,1529.22,1471.293,1528.549,1472.919,Jake Arrieta,Liam Hendriks,45.419,44.792,-24.0593,-13.8368,0.598689292,0.401310708,1530.499,1470.969,9,5
34,2013405,405,903,V,STL,WESTBROOK-R,0,0,0,0,0,0,0,0,0,0,-102,110,8,-110,7.5,-125,SFO,0,0,0,1,0,0,0,0,0,1,-108,1,0,,,2013,0,SFG,1543.567,1525.801,0.559818239,0.440181761,1544.803,1524.565,1543.81,1525.809,Barry Zito,Jake Westbrook,47.95,47.435,-14.6593,-12.9062,0.5583952,0.4416048,1545.051,1524.568,1,0
35,2013405,405,913,V,PIT,JSANCHEZ-L,0,0,0,0,0,0,0,0,0,0,179,175,7,-105,7,-120,LOS,0,1,0,0,0,2,0,0,0,3,-199,1,0,,,2013,0,LAD,1513.052,1477.52,0.584844716,0.415155284,1514.901,1475.67,1512.696,1476.259,Zack Greinke,Jonathan Sanchez,54.833,42.877,16.3701,-30.7333,0.658197152,0.341802848,1514.105,1474.85,3,0
36,2013405,405,923,V,CLE,MCALLISTER-R,0,0,0,0,0,0,0,0,0,0,144,140,8,-105,7.5,-105,TAM,0,0,0,2,2,0,0,0,0,4,-164,1,0,,,2013,0,TBD,1541.457,1463.25,0.64298665,0.35701335,1543.154,1461.553,1545.327,1462.277,Matt Moore,Zach McAllister,51.871,47.051,-7.7221,1.5134,0.641420925,0.358579075,1547.035,1460.569,4,0
37,2013406,406,975,V,CLE,TBAUER-R,0,0,0,0,0,0,0,0,0,0,155,138,8,-110,8,-105,TAM,1,0,0,2,0,1,0,2,0,6,-175,1,0,,,2013,0,TBD,1543.154,1461.553,0.647458926,0.352541074,1545.247,1459.46,1547.035,1460.569,Alex Cobb,Trevor Bauer,52.053,46.74,-7.6892,-0.1927,0.643993602,0.356006398,1549.158,1458.446,6,0
38,2013406,406,967,V,SEA,FHERNANDZ-R,0,1,0,0,0,0,0,2,0,3,-140,-140,7.5,-105,7.5,-105,CWS,0,0,0,0,1,2,1,0,0,4,125,1,0,,,2013,0,CHW,1510.832,1497.503,0.553514988,0.446485012,1512.017,1496.318,1510.431,1497.902,Dylan Axelrod,Felix Hernandez,49.409,58.247,-9.1838,35.2876,0.488571958,0.511428042,1511.84,1496.493,4,3
39,2013406,406,969,V,NYY,PHUGHES-R,0,1,0,0,0,3,0,0,0,4,155,164,8.5,100,8,-110,DET,1,0,0,0,4,2,0,1,0,8,-175,1,0,,,2013,0,DET,1530.007,1530.472,0.533817878,0.466182122,1532.355,1528.124,1526.405,1529.822,Max Scherzer,Phil Hughes,57.59,50.715,20.4638,-5.3204,0.566334418,0.433665582,1528.542,1527.684,8,4
40,2013406,406,965,V,BOS,JLACKEY-R,0,0,0,0,0,0,0,0,0,0,135,123,9,-110,9,-120,TOR,0,0,0,2,0,3,0,0,0,5,-150,1,0,,,2013,0,TOR,1486.595,1491.583,0.527333191,0.472666809,1489.346,1488.832,1485.659,1490.758,J.A. Happ,John Lackey,49.18,45.151,4.7752,-14.5042,0.554725895,0.445274105,1488.206,1488.211,5,0
41,2013406,406,955,V,STL,SMILLER-R,1,0,0,0,3,1,0,0,1,6,120,112,7.5,100,7,100,SFO,0,1,1,0,0,0,0,1,0,3,-135,0,1,,,2013,0,SFG,1544.803,1524.565,0.563321773,0.436678227,1542.146,1527.222,1545.051,1524.568,Ryan Vogelsong,Shelby Miller,53.427,48.66,10.2601,-7.0876,0.588053906,0.411946094,1542.248,1527.371,3,6
42,2013406,406,977,V,OAK,BCOLON-R,0,0,0,1,0,4,0,1,0,6,-140,-137,8,-120,8,-115,HOU,0,0,0,3,0,0,0,0,0,3,125,0,1,,,2013,0,HOU,1442.796,1535.841,0.401923964,0.598076036,1441.102,1537.535,1443.977,1539.184,Bud Norris,Bartolo Colon,50.478,51.636,10.3541,1.7343,0.410891573,0.589108427,1442.232,1540.929,3,6
43,2013406,406,963,V,PIT,ABURNETT-R,0,0,0,0,0,0,0,0,0,0,205,175,6,-105,6.5,-110,LOS,0,0,1,0,0,0,0,0,0,1,-230,1,0,,,2013,0,LAD,1514.901,1475.67,0.590005205,0.409994795,1516.084,1474.487,1514.105,1474.85,Clayton Kershaw,A.J. Burnett,62.467,52.291,51.2723,13.8885,0.640911729,0.359088271,1515.089,1473.866,1,0
44,2013406,406,973,V,MIN,VWORLEY-R,0,1,4,0,0,0,0,0,1,6,135,125,8.5,-120,9,100,BAL,2,0,1,0,2,0,0,0,0,5,-150,0,1,,,2013,0,BAL,1529.22,1471.293,0.615764685,0.384235315,1527.439,1473.073,1530.499,1470.969,Chris Tillman,Vance Worley,51.123,49.063,3.2148,6.6176,0.613310489,0.386689511,1528.728,1472.74,5,6
45,2013406,406,959,V,ARI,PCORBIN-L,1,0,0,3,2,0,2,1,0,9,120,-112,8.5,-110,8.5,105,MIL,1,1,0,0,0,0,0,0,0,2,-135,0,1,,,2013,0,MIL,1509.663,1513.797,0.528558356,0.471441644,1505.743,1517.717,1508.505,1512.881,Mike Fiers,Patrick Corbin,49.473,47.219,-3.9433,-12.596,0.540603831,0.459396169,1504.475,1516.911,2,9
46,2013407,407,911,V,PIT,JLOCKE-L,2,0,0,0,0,0,0,0,0,2,140,125,7.5,-105,7.5,105,LOS,2,0,1,0,1,0,2,0,0,6,-160,1,0,,,2013,0,LAD,1516.084,1474.487,0.593295735,0.406704265,1518.163,1472.408,1515.089,1473.866,Hyun-Jin Ryu,Jeff Locke,47.451,44.409,-20.4497,-23.4765,0.59697519,0.40302481,1517.143,1471.813,6,2
47,2013407,407,907,V,ARI,IKENNEDY-R,0,0,2,0,0,2,2,0,0,8,100,-108,7.5,-105,7.5,-110,MIL,0,0,2,1,0,0,1,0,2,7,-110,0,1,,,2013,0,MIL,1505.743,1517.717,0.517299897,0.482700103,1504.232,1519.228,1504.475,1516.911,Yovani Gallardo,Ian Kennedy,52.446,53.669,11.2001,17.6109,0.507415507,0.492584493,1502.999,1518.387,7,8
48,2013407,407,909,V,STL,WAINWRIGHT-R,0,0,0,9,0,0,0,2,3,14,122,115,7,-105,6.5,-110,SFO,0,0,2,0,0,0,0,0,1,3,-137,0,1,,,2013,0,SFG,1542.146,1527.222,0.555782952,0.444217048,1536.63,1532.738,1542.248,1527.371,Matt Cain,Adam Wainwright,55.916,53.034,22.5835,13.6253,0.56840868,0.43159132,1536.576,1533.043,3,14
49,2013407,407,915,V,NYY,CSABATHIA-L,0,3,0,0,0,0,0,2,2,7,155,175,7,-105,7,-115,DET,0,0,0,0,0,0,0,0,0,0,-175,0,1,,,2013,0,DET,1532.355,1528.124,0.540538497,0.459461503,1528.411,1532.068,1528.542,1527.684,Justin Verlander,CC Sabathia,61.817,56.906,40.6174,24.4024,0.558834973,0.441165027,1524.433,1531.794,0,7
50,2013407,407,921,V,CLE,MASTERSON-R,0,1,3,0,4,0,2,1,2,13,160,175,7,-110,7,100,TAM,0,0,0,0,0,0,0,0,0,0,-180,0,1,,,2013,0,TBD,1545.247,1459.46,0.652939367,0.347060633,1537.698,1467.009,1549.158,1458.446,David Price,Justin Masterson,60.242,48.958,30.0894,10.4857,0.684209107,0.315790893,1541.075,1466.529,0,13
51,2013407,407,919,V,MIN,PHERNANDZ-R,0,0,2,0,0,0,2,0,0,4,150,160,9,-105,9,-115,BAL,0,3,0,0,0,0,0,0,0,3,-170,0,1,,,2013,0,BAL,1527.439,1473.073,0.610903342,0.389096658,1525.677,1474.836,1528.728,1472.74,Jason Hammel,Pedro Hernandez,53.533,45.474,15.7732,-9.6632,0.647226849,0.352773151,1526.825,1474.643,3,4
52,2013407,407,923,V,SEA,HIWAKUMA-R,2,0,0,0,0,1,0,0,0,3,145,143,7.5,103,7,-120,CWS,2,0,0,0,0,0,1,0,0,4,-165,1,0,,,2013,0,CHW,1512.017,1496.318,0.556884109,0.443115891,1513.191,1495.144,1511.84,1496.493,Chris Sale,Hisashi Iwakuma,55.754,52.748,20.1395,9.6397,0.571247135,0.428752865,1512.963,1495.369,4,3
53,2013407,407,917,V,BOS,JLESTER-L,5,0,1,1,1,0,2,3,0,13,118,112,8,-105,8,-105,TOR,0,0,0,0,0,0,0,0,0,0,-133,0,1,,,2013,0,TOR,1489.346,1488.832,0.535220056,0.464779944,1483.539,1494.639,1488.206,1488.211,R.A. Dickey,Jon Lester,56.36,51.652,37.5718,15.7826,0.565509998,0.434490002,1481.99,1494.427,0,13
54,2013407,407,925,V,OAK,BANDERSON-L,0,2,2,1,3,0,0,0,1,9,-145,-155,7.5,-119,8,105,HOU,0,0,0,0,0,2,0,1,0,3,130,0,1,,,2013,0,HOU,1441.102,1537.535,0.397244935,0.602755065,1438.652,1539.986,1442.232,1540.929,Lucas Harrell,Brett Anderson,51.388,54.134,15.1058,13.9026,0.395783718,0.604216282,1439.794,1543.367,3,9
55,2013408,408,953,V,CIN,MLATOS-R,0,0,0,1,0,1,1,1,9,13,-104,108,8,-107,7.5,-105,STL,2,0,0,1,0,1,0,0,0,4,-106,0,1,,,2013,0,STL,1532.738,1528.267,0.540881595,0.459118405,1528.069,1532.936,1533.043,1526.446,Jaime Garcia,Mat Latos,49.926,56.073,-1.5604,19.4721,0.511405288,0.488594712,1528.687,1530.802,4,13
56,2013408,408,959,V,PIT,WRODRIGUZ-L,3,0,0,0,1,0,0,1,0,5,123,128,9,-107,8.5,-105,ARI,0,1,2,0,0,0,0,0,0,3,-138,0,1,,,2013,0,ARI,1519.228,1472.408,0.600529703,0.399470297,1516.951,1474.685,1518.387,1471.813,Trevor Cahill,Wandy Rodriguez,51.683,50.388,8.4506,5.1136,0.602977774,0.397022226,1516.098,1474.102,3,5
57,2013408,408,961,V,COL,DELAROSA-L,0,0,1,0,0,1,0,0,0,2,140,160,7,-105,7,100,SFO,3,0,0,0,0,0,0,1,0,4,-160,1,0,,,2013,0,SFG,1536.63,1484.168,0.608294928,0.391705072,1538.005,1482.793,1536.576,1482.283,Madison Bumgarner,Jorge de la Rosa,53.286,51.527,11.7594,16.5816,0.608369139,0.391630861,1537.951,1480.908,4,2
58,2013408,408,955,V,NYM,MHARVEY-R,0,3,1,0,3,0,0,0,0,7,105,104,7.5,-113,7.5,-110,PHI,0,0,0,1,0,0,0,1,0,2,-115,0,1,,,2013,0,PHI,1509.357,1491.715,0.559642335,0.440357665,1505.909,1495.163,1507.539,1490.883,Roy Halladay,Matt Harvey,49.975,52.832,-6.9701,13.1318,0.531544424,0.468455576,1504.304,1494.117,2,7
59,2013408,408,957,V,ATL,PMAHOLM-L,0,0,0,1,0,1,0,0,0,2,-155,-160,8,103,7.5,-120,MIA,0,0,0,0,0,0,0,0,0,0,140,0,1,,,2013,0,FLA,1469.235,1534.836,0.44041583,0.55958417,1467.619,1536.452,1470.544,1534.043,Kevin Slowey,Paul Maholm,47.797,52.768,-9.5504,6.9701,0.41926302,0.58073698,1469.029,1535.557,0,2
60,2013408,408,967,V,MIN,KCORREIA-R,1,0,0,0,0,0,0,0,0,1,119,135,8.5,-117,8.5,-125,KAN,0,0,0,0,0,0,0,3,0,3,-134,1,0,,,2013,0,KCR,1489.685,1474.836,0.55567636,0.44432364,1491.208,1473.313,1490.427,1474.643,Ervin Santana,Kevin Correia,48.211,47.396,-3.1161,-0.5734,0.553281035,0.446718965,1491.96,1473.11,3,1
61,2013408,408,963,V,BAL,WCHEN-L,0,0,0,0,0,0,0,0,1,1,110,135,9,-117,9,-115,BOS,0,0,0,0,0,0,3,0,0,3,-125,1,0,,,2013,0,BOS,1494.639,1525.677,0.489872889,0.510127111,1496.452,1523.864,1494.427,1526.825,Clay Buchholz,Wei-Yin Chen,52.439,50.399,18.283,0.893,0.51274085,0.48725915,1496.139,1525.114,3,1
62,2013408,408,965,V,NYY,HKURODA-R,3,0,1,1,2,1,3,0,0,11,105,109,8,-105,8.5,-120,CLE,3,0,0,0,0,0,0,3,0,6,-115,0,1,,,2013,0,CLE,1467.009,1532.068,0.441184896,0.558815104,1464.503,1534.574,1466.529,1531.794,Ubaldo Jimenez,Hiroki Kuroda,46.752,56.563,-1.2361,21.9725,0.405971706,0.594028294,1464.286,1534.037,6,11
63,2013408,408,971,V,HOU,PHUMBER-R,0,0,0,0,0,0,0,0,0,0,140,144,7.5,-103,7.5,-105,SEA,1,0,1,0,1,0,0,0,0,3,-155,1,0,,,2013,0,SEA,1495.144,1438.652,0.613808398,0.386191602,1496.779,1437.017,1495.369,1439.794,Joe Saunders,Philip Humber,48.873,46.577,-9.0616,-5.5836,0.607939068,0.392060932,1497.038,1438.125,3,0
