12,1,Mar 31,TBD,,DET,L,6-11,3-5,,99,2.2,6,5,5,2,3,1,0,16.88,16,55,33,8,8,4,7,5,0,0,,2,1,0,0,0,14,1,0,0,0,0,0,.14,-0.031,-3.60, 3t 1-3 1 out d5, 5t 3 out d11
13,4,Apr 3,TBD,,CHW,L,4-10,5-7,,2,2.1,3,0,0,0,3,0,0,9.00,10,49,32,8,7,0,7,3,3,0,,1,0,0,0,0,10,1,0,0,0,0,0,.24,0.032,1.54, 5t --3 2 out d5, 7t 3 out d5
14,11,Apr 13,TBD,,MIN,W,13-12,3-6,,9,3.1,4,1,1,3,2,1,0,6.48,16,75,42,14,10,4,7,4,0,0,,1,0,0,1,0,13,1,0,0,0,0,0,.21,0.001,0.97, 3t 1-- 2 out d6, 6t 3 out d6
15,14,Apr 17,TBD,@,ANA,L,0-5,8-GF(8),,3,0.1,0,0,0,0,0,0,0,6.23,1,2,2,0,0,0,1,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.06,0.002,0.48, 8b 12- 2 out d5, 8b end d 5
16,16,Apr 19,TBD,@,ANA,W,6-0,8-8,,1,1.0,0,0,0,0,1,0,0,5.59,4,14,8,2,1,1,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,1,.25,0.010,0.58, 8b --- 0 out a6, 8b 3 out a6
17,19,Apr 23,TBD,@,TEX,W,12-5,6-7,,3,0.2,2,1,1,1,1,1,0,6.10,5,17,11,4,3,1,2,1,0,0,,2,2,0,0,0,4,1,0,0,0,0,0,.21,-0.018,-2.40, 6b 12- 1 out a9, 7b 1-- 0 out a7
18,20,Apr 24,TBD,,ANA,L,3-10,2-5,,0,3.0,6,5,5,0,3,0,2,8.10,16,53,36,11,10,9,2,1,0,0,,3,0,0,0,0,14,2,0,0,1,0,0,1.05,-0.032,-0.46, 2t 123 0 out d1, 5t 12- 0 out d4
19,27,May 1,TBD,@,CLE,L,5-7,4-6,,6,2.0,1,1,1,1,2,0,0,7.63,7,29,15,7,3,1,3,1,0,0,,1,0,0,0,0,4,0,0,0,0,1,0,1.03,-0.007,0.12, 4b -2- 2 out d1, 6b --3 2 out d2
20,33,May 9,TBD,,BAL,L,0-7,7-7,,7,1.0,1,0,0,0,1,0,1,7.16,4,18,8,1,4,1,1,0,0,0,,0,0,0,1,0,3,0,0,0,0,0,0,.39,0.015,0.57, 7t --- 0 out d4, 7t 3 out d4
21,37,May 13,TBD,,KCR,L,0-4,7-8,,3,1.1,2,2,2,1,0,0,0,7.64,7,14,9,2,0,4,2,1,1,0,,1,0,0,0,0,5,0,0,0,0,0,0,.66,-0.070,-1.08, 7t -2- 2 out d2, 8t 3 out d4
