11,4,Apr 10,COL,,CHC,W,5-1,5-5,W(1-0),99,1.0,0,0,0,0,0,0,0,0.00,2,12,7,2,1,2,0,0,0,0,,2,0,0,0,0,2,0,0,0,1,0,0,2.06,0.184,1.56,6.25,5.00, 5t 12- 0 out tie, 5t 3 out tie
12,8,Apr 14,COL,@,SFG,W,4-1,GS-4,,3,4.0,4,0,0,2,4,0,0,0.00,18,85,55,16,8,6,6,2,1,0,56,,,0,0,0,16,0,0,0,0,0,0,1.20,0.198,1.84,12.20,8.00, 1b start tie, 4b 3 out a3
13,12,Apr 19,COL,@,LAD,L,0-7,6-GF(8),,4,2.2,4,0,0,0,2,0,0,0.00,12,41,28,8,3,1,9,5,0,0,,1,1,0,0,0,12,3,0,0,0,0,0,.02,-0.001,0.78,5.20,4.67, 6b --3 1 out d6, 8b end d 7
14,18,Apr 25,COL,,SFG,L,4-5,7-8,,5,2.0,2,0,0,0,1,0,0,0.00,7,26,19,6,3,2,4,3,0,0,,0,0,0,0,0,7,1,0,0,1,0,0,1.21,0.118,1.10,4.10,3.00, 7t --- 0 out d1, 8t 3 out d1
15,20,Apr 28,COL,@,ARI,L,5-12,5-7,,2,2.2,2,1,1,1,0,0,0,0.73,10,35,24,4,1,4,5,2,0,0,,1,1,0,0,0,9,1,0,0,0,0,0,.18,-0.018,-0.36,1.60,1.67, 5b -2- 1 out d4, 7b 3 out d5
16,22,May 1,COL,@,SDP,L,3-14,5-6,,2,2.0,3,1,1,0,0,0,0,1.26,9,33,22,6,3,5,4,0,1,0,,0,0,0,0,0,9,0,0,0,0,0,0,.19,-0.013,-0.12,-1.10,1.00, 5b --- 0 out d4, 6b 3 out d4
17,25,May 6(1),COL,,ARI,L,7-13,3-5,,4,3.0,8,5,5,0,1,1,0,3.63,15,51,36,10,2,9,5,4,0,0,,1,0,0,0,0,15,2,0,0,2,0,0,.33,-0.075,-2.96,-10.85,-1.00, 3t 1-- 0 out d4, 5t 3 out d9
18,28,May 10,COL,,LAD,L,5-9,5-6,,3,2.0,0,0,0,3,1,0,0,3.26,8,48,28,9,2,2,2,2,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,1.55,0.226,1.73,6.50,3.00, 5t -2- 0 out tie, 6t 3 out tie
19,30,May 13,COL,@,LAA,L,1-2,2-7,,2,5.1,3,1,1,0,4,0,0,2.92,18,50,39,13,2,5,9,3,4,0,,0,0,0,0,0,18,2,0,0,0,0,0,1.16,0.127,1.39,14.40,8.33, 2b --- 0 out tie, 7b -23 1 out a1
20,38,May 21,COL,,PHI,W,7-3,5-5,W(2-0),7,0.2,0,0,0,0,0,0,0,2.84,2,11,8,3,0,0,2,1,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.73,0.038,0.29,5.50,4.67, 5t --- 1 out tie, 5t 3 out tie
21,39,May 22,COL,,SFG,L,8-11,8-GF,,0,2.0,5,4,4,0,2,1,0,3.95,11,38,28,3,5,5,4,3,0,0,,0,0,0,0,0,11,2,0,0,0,0,0,.16,-0.026,-2.90,-5.50,0.00, 8t --- 0 out d4, 9t end d 7
22,49,Jun 1,COL,,LAD,L,4-11,8-GF,,9,2.0,5,3,3,1,3,1,0,4.60,12,44,30,11,6,4,4,3,0,0,,0,0,0,0,0,11,1,0,0,0,0,0,.02,-0.008,-1.90,-1.50,2.00, 8t --- 0 out d6, 9t end d 7
23,53,Jun 5,COL,,MIA,L,2-6,7-7,,3,1.0,0,0,0,0,0,0,0,4.45,3,11,6,2,0,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.10,0.008,0.55,2.25,1.00, 7t --- 0 out d5, 7t 3 out d5
24,58,Jun 10,COL,,STL,L,2-4,6-7,,4,2.0,3,0,0,0,2,0,0,4.18,8,43,27,5,3,2,4,2,2,0,,0,0,0,1,0,8,0,0,0,0,0,0,.54,0.052,1.10,4.90,4.00, 6t --- 0 out d3, 7t 3 out d3
25,66,Jun 18,COL,,HOU,L,4-8,9-GF,,7,1.0,0,0,0,0,2,0,0,4.05,3,13,10,2,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.06,0.005,0.55,6.25,3.00, 9t --- 0 out d4, 9t end d 4
26,67,Jun 19,COL,,MIL,L,5-9,6-7,,0,1.0,4,3,3,0,0,0,0,4.72,7,24,16,6,1,1,6,3,1,0,,0,0,0,0,0,7,1,1,0,0,0,0,.46,-0.122,-2.47,-8.55,-2.00, 6t --- 0 out d3, 7t 12- 0 out d4
27,71,Jun 24,COL,,ARI,L,7-8,5-5,,4,0.1,0,0,0,0,0,0,0,4.67,1,4,3,1,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,1.47,0.042,0.53,0.75,0.33, 5t 1-3 2 out d2, 5t 3 out d2
28,72,Jun 25,COL,,ARI,W,6-4,6-7,,0,2.0,3,1,1,1,2,0,0,4.66,10,36,21,3,3,3,4,3,1,0,,2,1,0,0,0,9,2,0,1,0,0,0,1.90,-0.090,0.11,2.90,3.00, 6t 12- 0 out tie, 7t 3 out d1
29,75,Jun 28,COL,@,SFG,L,3-6,7-GF(8),,2,2.0,2,1,1,0,1,1,0,4.66,7,29,20,6,3,2,4,1,1,0,,0,0,0,0,0,7,0,0,0,1,0,0,.09,-0.019,-0.08,2.10,2.00, 7b --- 0 out d3, 8b end d 4
