1,Mar 28,DET,@,TOR,W,2-0,,4,1.0,0,1,0,1,0,P
3 (1),Mar 30,DET,@,TOR,L,0-3,GF,3,0.2,0,0,0,0,0,P
9 (5),Apr 6,DET,,KCR,W,7-4,,5,1.0,0,0,0,0,0,P
12 (2),Apr 10,DET,,CLE,W,4-1,,2,0.1,0,0,0,0,0,P
13,Apr 11,DET,,CLE,L,0-4,GF,3,1.0,0,0,0,0,0,P
14,Apr 13,DET,@,MIN,L,3-4,,2,0.2,0,0,0,0,0,P
15,Apr 14,DET,@,MIN,L,4-6,GF,3,1.0,0,0,0,0,0,P
17 (1),Apr 17,DET,,PIT,L,2-3,,3,1.0,0,0,0,0,0,P
18,Apr 18,DET,,CHW,W,9-7,,5,0.2,0,0,0,0,0,P
20 (1),Apr 21,DET,,CHW,W,4-3,,2,0.1,0,0,0,0,0,P
21,Apr 23 (1),DET,@,BOS,W,7-4,,1,0.2,0,0,0,0,0,P
22,Apr 23 (2),DET,@,BOS,W,4-2,,3,0.2,1,0,0,1,0,P
24 (1),Apr 25,DET,@,BOS,L,3-7,,9,2.0,0,0,0,0,0,P
26 (1),Apr 28,DET,@,CHW,L,1-4,GF,6,1.0,0,0,0,0,0,P
27,Apr 30,DET,@,PHI,W,3-1,,3,1.0,0,0,0,0,0,P
28,May 1,DET,@,PHI,L,3-7,,4,0.1,0,0,0,0,0,P
32 (3),May 7,DET,,LAA,L,2-5,,4,1.0,0,0,0,0,0,P
35 (2),May 10,DET,@,MIN,L,0-6,,5,1.0,0,0,0,0,0,P
38 (2),May 12,DET,@,MIN,W,5-3,,3,0.1,0,0,0,0,0,P
39,May 13,DET,,HOU,L,1-8,,7,1.0,0,0,0,0,0,P
40,May 14,DET,,HOU,L,4-11,GF,3,1.0,0,0,0,0,0,P
42 (1),May 16,DET,,OAK,L,3-17,,6,1.0,0,0,0,0,0,P
44 (1),May 18,DET,,OAK,L,1-4,,2,0.2,0,0,0,0,0,P
45,May 19,DET,,OAK,T,3-5,GF,1,0.1,0,0,0,0,0,P
47 (1),May 22,DET,,MIA,L,3-6,,6,1.2,0,0,0,0,0,P
49 (1),May 24,DET,@,NYM,W,9-8,,3,1.0,0,1,0,1,0,P
50,May 25,DET,@,NYM,L,4-5,,3,1.0,0,0,0,0,0,P
