1,20 (19),May 8,BOS,,NYY,L,0-3,CG,4,4,0,1,0,0,0,0,0,,1,0,0,,,,0,,.250,.250,.250,.500,1,LF
2,21,May 9,BOS,,NYY,L,1-2,CG,5,4,0,0,0,0,0,0,1,,1,0,0,,,,1,,.125,.222,.125,.347,1,LF
3,22,May 11,BOS,,NYY,L,0-3,GS-0,2,2,0,0,0,0,0,0,0,,2,0,0,,,,0,,.100,.182,.100,.282,1,LF
4,25 (2),May 15,BOS,,DET,L,4-6,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.100,.182,.100,.282,9,PR
