20 (19),May 8,BOS,,NYY,L,0-3,CG,0,9.0,1,0,0,1,0,
21,May 9,BOS,,NYY,L,1-2,CG,0,9.0,4,1,0,5,0,
22,May 11,BOS,,NYY,L,0-3,GS,0,6.0,0,0,0,0,0,
