149 (148),Sep 28,STL,,CIN,W,7-0,GF,12,3.0,2,0,0,2,1,1B
150,Sep 29,STL,,CHC,W,5-1,GF,0,5.0,7,0,0,7,0,
152 (1),Sep 30 (2),STL,,CHC,W,4-0,CG,0,9.0,9,0,0,9,0,
153,Oct 1,STL,,CHC,L,2-3,CG,0,11.0,8,0,0,8,2,
