115 (114),Aug 13,CHC,@,NYM,L,1-5,GS,22,5.1,1,0,2,3,1,P
121 (5),Aug 19,CHC,,ATL,L,3-5,,9,2.0,0,0,0,0,0,P
123 (1),Aug 21,CHC,,ATL,L,9-11,,20,4.0,1,0,0,1,0,P
129 (5),Aug 28,CHC,@,HOU,L,2-4,,11,3.0,0,0,0,0,0,P
132 (2),Aug 31,CHC,@,CIN,L,4-6,,8,1.1,0,0,0,0,0,P
135 (2),Sep 3,CHC,,HOU,W,9-3,GF,18,4.0,0,1,0,1,0,P
138 (2),Sep 6,CHC,@,MON,L,2-8,,6,1.0,0,1,0,1,0,P
145 (6),Sep 14,CHC,@,PIT,L,3-6,,3,0.1,0,0,0,0,0,P
151 (5),Sep 20,CHC,@,PHI,L,5-8,,9,1.1,0,0,0,0,0,P
153 (1),Sep 22,CHC,,PIT,L,2-8,,3,1.0,0,0,0,0,0,P
155 (1),Sep 24,CHC,,NYM,L,6-7,,10,2.0,0,1,0,1,0,P
