150 (149),Sep 15,LAD,,ATL,L,2-5,GS,35,8.0,2,2,0,4,0,C
153 (2),Sep 18,LAD,,CIN,L,0-2,CG,39,9.0,7,2,0,9,0,C
155 (1),Sep 20,LAD,,STL,W,5-4,GS,21,5.0,4,2,0,6,0,C
156,Sep 21,LAD,,STL,W,3-0,CG,31,9.0,5,0,1,6,0,C
