43,150 (149),Sep 15,LAD,,ATL,L,2-5,GS-8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,8,1.51,-0.103,-0.82,C
44,153 (2),Sep 18,LAD,,CIN,L,0-2,CG,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.000,.167,.000,.167,7,1.40,-0.087,-0.70,C
45,155 (1),Sep 20,LAD,,STL,W,5-4,GS-5,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.143,.250,.143,.393,7,.57,0.036,0.28,C
46,156,Sep 21,LAD,,STL,W,3-0,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.091,.167,.091,.258,7,.28,-0.024,-0.27,C
