3,16 (15),May 4,NYG,,PHI,W,12-2,0-GF,1,1,0,1,1,0,0,0,0,,0,0,0,,,,0,,1.000,1.000,2.000,3.000,9,P
4,39 (22),Jun 4,NYG,,STL,L,5-7,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,1.000,1.000,2.000,3.000,5,PR
5,58 (18),Jun 25 (1),NYG,,BSN,L,10-14,0-0,2,2,1,0,0,0,0,0,0,,0,0,0,,,,0,,.333,.333,.667,1.000,9,P
