1,71 (70),Jun 17,COL,,CLE,W,10-2,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,4,,,,2B
2,73 (1),Jun 19,COL,,CLE,W,6-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,8,1.00,-0.103,-1.26,2B
