160,42,May 25,SFG,@,PIT,W,9-8,6-6,,99,0.0,1,0,0,0,0,0,0,---,1,4,2,1,0,1,0,0,0,0,,1,1,0,0,0,1,1,0,0,0,0,0,.81,-0.097,-1.09, 6b 1-- 2 out a3, 6b -2- 2 out a2
161,43,May 26,SFG,@,PIT,L,4-10,7-GF(8),,0,2.0,6,3,3,0,1,0,0,13.50,12,,,,,4,7,6,0,0,,0,0,0,0,0,12,2,0,0,0,0,0,.04,-0.019,-2.10, 7b --- 0 out d4, 8b end d 7
