1,99 (98),Jul 29,CHC,,HOU,W,12-0,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,P
2,100,Jul 30,CHC,,HOU,W,12-3,8-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,2,,,,P
