1,99,Jul 29,CHC,,HOU,W,12-0,9-GF,,99,1.0,0,0,0,0,0,0,0,0.00,3,8,7,2,0,2,1,0,1,0,,0,0,0,0,0,3,0,0,0,1,0,1,.00,0.000,0.53, 9t --- 0 out a12, 9t end a12
2,100,Jul 30,CHC,,HOU,W,12-3,8-8,,0,1.0,1,0,0,0,0,0,0,0.00,4,13,10,2,2,2,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.01,0.001,0.53, 8t --- 0 out a9, 8t 3 out a9
