16,118,Aug 11,MIL,@,STL,L,2-5,7-7,,99,1.0,1,0,0,0,1,0,0,0.00,4,12,8,3,2,2,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.19,0.010,0.45, 7b --- 0 out d3, 7b 3 out d3
17,125,Aug 18,MIL,,LAD,L,1-5,9-GF,,6,1.0,1,0,0,0,1,0,0,0.00,4,23,14,4,3,2,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.02,0.001,0.47, 9t --- 0 out d5, 9t end d 5
18,126,Aug 19,MIL,@,NYM,W,6-1,9-GF,,0,1.0,0,0,0,0,1,0,1,0.00,4,17,12,4,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.13,0.006,0.44, 9b --- 0 out a5, 9b end a 5
19,130,Aug 22(2),MIL,@,PIT,L,2-9,7-GF(8),,2,1.2,3,2,2,1,0,0,0,3.86,9,43,25,7,2,3,5,1,0,0,,2,2,0,0,0,7,0,0,0,0,1,0,.07,-0.028,-2.24, 7b -23 1 out d3, 8b end d 7
20,137,Aug 31,MIL,,STL,L,3-8,8-GF,,8,2.0,0,0,0,0,0,0,0,2.70,6,23,13,2,2,2,4,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.03,0.005,0.94, 8t --- 0 out d5, 9t end d 5
21,138,Sep 1,MIL,,STL,L,4-8,9-GF,,0,1.0,0,0,0,0,0,0,0,2.35,3,8,5,2,0,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.04,0.003,0.47, 9t --- 0 out d4, 9t end d 4
22,140,Sep 3,MIL,@,HOU,W,8-2,9-GF,,1,1.0,0,0,0,0,0,0,0,2.08,3,10,6,2,0,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.03,0.002,0.45, 9b --- 0 out a6, 9b end a 6
23,143,Sep 6,MIL,@,STL,L,2-4,8-GF(8),,2,1.0,2,0,0,0,1,0,0,1.86,5,16,11,2,3,1,3,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.21,0.005,0.45, 8b --- 0 out d3, 8b end d 3
24,145,Sep 8,MIL,,PHI,L,2-7,9-GF,,1,1.0,2,1,1,1,1,0,0,2.53,6,34,21,6,2,1,3,3,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,.06,-0.006,-0.53, 9t --- 0 out d4, 9t end d 5
25,152,Sep 17,MIL,@,CIN,W,10-1,9-GF,,8,1.0,0,0,0,1,1,0,0,2.31,3,13,7,2,1,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.01,0.000,0.48, 9b --- 0 out a9, 9b end a 9
26,160,Sep 26,MIL,,PIT,L,8-9,5-6,,8,1.1,1,1,1,2,3,0,1,2.77,8,35,17,7,3,1,1,0,0,0,,2,1,1,0,0,5,0,0,0,0,0,0,.79,-0.098,-0.95, 5t -23 2 out d3, 6t 3 out d3
