1,135,Sep 4,SFG,,STL,W,5-4,GS-3,,99,2.2,6,3,3,2,2,1,0,10.12,14,2,2,0,1,6,34,,,1,1,1,12,2,0,0,0,0,0,.77,-0.213,-2.06, 1t start tie, 3t 12- 2 out d3
2,156,Sep 27,SFG,,ATL,L,0-7,9-GF,,22,1.0,0,0,0,0,2,0,0,7.36,3,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,0.45, 9t --- 0 out d7, 9t end d 7
3,161,Oct 2,SFG,,LAD,L,2-15,6-7,,4,2.0,5,2,2,0,0,0,0,7.94,11,2,4,0,0,5,,0,0,0,0,0,10,0,0,0,0,1,0,.00,-0.001,-1.10, 6t --- 0 out d10, 7t 3 out d12
