135 (134),Sep 4,SFG,,STL,W,5-4,GS,14,2.2,0,1,0,1,0,P
156 (20),Sep 27,SFG,,ATL,L,0-7,GF,3,1.0,0,0,0,0,0,P
161 (4),Oct 2,SFG,,LAD,L,2-15,,11,2.0,0,0,0,0,0,P
