1,Apr 13,PIT,@,CIN,L,3-5,CG,0,8.0,0,3,0,3,0,
2,Apr 14,PIT,@,CIN,W,7-2,CG,0,9.0,2,1,0,3,0,
3,Apr 15,PIT,@,CIN,W,3-1,CG,0,9.0,1,2,0,3,0,
4,Apr 16,PIT,@,CIN,W,7-3,CG,0,9.0,1,3,0,4,0,
5,Apr 18,PIT,@,CHC,L,4-7,CG,0,8.0,0,1,0,1,0,
35 (29),May 28 susp,PIT,,CIN,W,4-3,GF,0, ,2,1,0,3,0,
36,May 29,PIT,@,CIN,L,3-4,CG,0,12.1,4,6,0,10,2,
37,May 30 (1),PIT,,CHC,W,13-0,GF,0, ,2,1,0,3,0,
43 (5),Jun 4,PIT,,NYG,L,0-12,GF,0, ,0,2,1,3,1,
44,Jun 6,PIT,,NYG,W,5-4,CG,0,9.0,1,2,0,3,1,
45,Jun 7,PIT,,BSN,L,7-10,CG,0,9.0,1,2,0,3,0,
46,Jun 8,PIT,,BSN,W,16-4,CG,0,9.0,1,3,0,4,1,
47,Jun 9,PIT,,BSN,W,5-3,CG,0,9.0,1,1,0,2,1,
48,Jun 10,PIT,,BSN,L,1-4,CG,0,9.0,0,1,0,1,0,
49,Jun 11,PIT,,PHI,W,10-3,CG,0,9.0,0,2,0,2,0,
50,Jun 13,PIT,,PHI,W,12-5,CG,0,9.0,2,1,0,3,0,
51,Jun 14,PIT,,PHI,W,8-3,CG,0,9.0,0,1,0,1,0,
52,Jun 15,PIT,,BRO,L,3-7,CG,0,9.0,1,2,0,3,0,
53,Jun 16,PIT,,BRO,W,6-5,CG,0,17.0,0,2,0,2,0,
54,Jun 17,PIT,,BRO,L,3-8,CG,0,9.0,0,2,0,2,0,
55,Jun 18,PIT,,BRO,W,4-3,CG,0,9.0,1,3,1,5,0,
56,Jun 20,PIT,,PHI,W,3-2,CG,0,9.0,0,2,0,2,0,
57,Jun 22,PIT,@,CIN,W,5-2,CG,0,12.0,1,5,0,6,2,
58,Jun 23 (1),PIT,@,STL,L,2-3,CG,0,11.2,1,4,0,5,1,
59,Jun 23 (2),PIT,@,STL,L,3-4,CG,0,8.0,1,1,0,2,0,
60,Jun 24,PIT,@,STL,W,4-3,CG,0,10.0,0,1,1,2,0,
61,Jun 25 (1),PIT,@,STL,L,4-7,CG,0,8.0,0,2,1,3,0,
62,Jun 25 (2),PIT,@,STL,W,5-2,CG,0,9.0,0,1,0,1,0,
63,Jun 26,PIT,@,CHC,W,11-3,CG,0,9.0,0,3,0,3,0,
64,Jun 27,PIT,@,CHC,W,10-3,CG,0,9.0,1,0,0,1,0,
65,Jun 28 (1),PIT,@,CHC,L,1-2,CG,0,8.0,1,0,0,1,0,
66,Jun 28 (2),PIT,@,CHC,L,6-8,CG,0,8.0,3,2,0,5,0,
67,Jun 29,PIT,@,CHC,W,3-1,CG,0,9.0,0,0,0,0,0,
68,Jun 30,PIT,,CIN,W,5-3,CG,0,9.0,3,3,0,6,0,
69,Jul 1,PIT,,CIN,W,5-2,CG,0,9.0,0,2,0,2,0,
70,Jul 2,PIT,,CIN,W,9-0,CG,0,9.0,0,0,0,0,0,
71,Jul 3,PIT,@,CIN,L,2-8,CG,0,8.0,1,1,0,2,0,
72,Jul 4 (1),PIT,,STL,W,5-2,CG,0,9.0,4,1,0,5,0,
73,Jul 4 (2),PIT,,STL,L,3-6,CG,0,9.0,1,2,1,4,0,
74,Jul 5,PIT,,STL,L,2-8,CG,0,9.0,0,2,1,3,0,
75,Jul 6,PIT,,STL,W,3-2,CG,0,13.0,2,4,0,6,0,
