2,56,Jun 10,CHC,,LAD,L,5-13,8-GF,,99,2.0,0,0,0,1,0,0,0,0.00,6,15,8,2,0,3,2,0,0,0,,0,0,0,0,0,5,0,0,0,1,0,0,.00,0.000,0.95, 8t --- 0 out d8, 9t end d 8
3,73,Jun 28,CHC,,STL,L,6-14,9-GF,,17,1.0,1,0,0,1,1,0,0,0.00,5,21,13,1,1,1,2,0,2,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,0.48, 9t --- 0 out d9, 9t end d 9
4,77,Jul 2,CHC,,PIT,L,4-13,9-GF,,3,1.0,1,0,0,0,1,0,0,0.00,4,16,10,0,3,0,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,0.48, 9t --- 0 out d12, 9t end d12
