5,54,Jun 24(2),CLE,,CHW,L,4-7,,,99,1.0,0,0,0,0,1,0,0,0.00,3,,,,,,,,,,,,3,,,,,0,,,,,,
6,59,Jun 30(2),CLE,,WSH,L,1-7,9-GF,,5,1.0,0,0,0,0,0,0,0,0.00,3,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,0.41, 9t --- 0 out d7, 9t end d 7
