1,72 (71),Jul 6,SLB,,CHW,L,2-12,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.000,.000,.000,.000,2,3B
2,76 (3),Jul 13 (1),SLB,,WSH,L,2-3,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.000,.000,.000,.000,9,PH
3,87 (10),Jul 22,SLB,,BOS,L,3-7,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.000,.000,.000,.000,3,PR
