90 (89),Jul 24,STL,@,NYG,W,10-2,CG,0,9.0,1,1,0,2,0,
91,Jul 25 (1),STL,@,NYG,L,2-3,CG,0,8.0,1,4,0,5,0,
92,Jul 25 (2),STL,@,NYG,L,2-3,CG,0,8.1,3,0,0,3,0,
93,Jul 26,STL,@,NYG,L,0-8,CG,0,8.0,1,4,0,5,0,
94,Jul 27 (1),STL,@,BRO,L,0-2,CG,0,8.0,0,1,0,1,1,
95,Jul 27 (2),STL,@,BRO,W,22-7,CG,0,9.0,0,3,1,4,0,
96,Jul 29,STL,@,BRO,W,4-3,CG,0,12.0,1,5,0,6,0,
97,Jul 31 (1),STL,@,BRO,L,1-2,CG,0,12.1,1,6,0,7,0,
98,Jul 31 (2),STL,@,BRO,L,2-7,CG,0,8.0,1,2,0,3,0,
99,Aug 1 (1),STL,@,PHI,L,0-7,CG,0,8.0,1,2,0,3,0,
100,Aug 1 (2),STL,@,PHI,W,3-1,CG,0,10.0,0,1,0,1,0,
101,Aug 2,STL,@,PHI,W,2-1,CG,0,9.0,2,1,0,3,0,
102,Aug 3 (1),STL,@,PHI,W,16-12,CG,0,9.0,1,2,0,3,1,
103,Aug 3 (2),STL,@,PHI,W,7-1,CG,0,9.0,1,3,0,4,0,
104,Aug 5,STL,@,PHI,L,1-3,CG,0,8.0,0,1,0,1,0,
105,Aug 6,STL,@,BSN,L,3-10,GF,0, ,0,1,0,1,0,
106,Aug 7,STL,@,BSN,L,3-4,CG,0,10.1,0,4,0,4,0,
107,Aug 8,STL,@,BSN,L,4-5,CG,0,8.1,4,2,0,6,0,
