6,13 (12),Apr 27,CLE,,DET,L,3-6,CG,4,4,0,1,0,0,0,,0,,1,0,0,,,,0,,.250,.250,.250,.500,7,3B
7,14,Apr 28,CLE,,DET,L,3-5,GS-0,2,2,0,0,0,0,0,,0,,0,0,0,,,,0,,.167,.167,.167,.333,7,3B
