11 (10),Apr 25,CLE,,CHW,L,0-8,CG,0,9.0,4,4,1,9,1,
12,Apr 27,CLE,@,SLB,W,3-2,CG,0,9.0,1,3,0,4,0,
13,Apr 30,CLE,@,SLB,W,8-3,CG,0,9.0,1,1,0,2,0,
14,May 2,CLE,@,CHW,L,1-3,CG,0,8.0,1,4,1,6,0,
19 (4),May 11,CLE,@,WSH,L,0-8,GF,0, ,0,1,0,1,0,
20,May 12,CLE,,WSH,W,6-1,CG,0,9.0,0,2,0,2,0,
