17 (16),Apr 23,ARI,,PHI,W,9-5,,4,1.0,0,0,0,0,0,P
73 (55),Jun 26,ARI,@,ATL,L,1-8,,6,1.0,0,0,0,0,0,P
93 (19),Jul 20,ARI,,HOU,W,13-8,,5,1.0,0,0,0,0,0,P
