131,1,Mar 28,MIA,,COL,L,3-6,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,1,.61,-0.059,-0.82,0.00,0.00,CF
132,2,Mar 29,MIA,,COL,L,1-6,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,.000,.000,.000,8,1.47,-0.107,-0.55,0.00,0.00,CF
133,3,Mar 30,MIA,,COL,W,7-3,CG,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.182,.182,.273,.455,5,.51,0.064,0.75,12.00,15.40,CF
134,4,Mar 31,MIA,,COL,W,3-0,CG,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.143,.143,.214,.357,8,.53,-0.039,-0.55,0.00,0.00,CF
135,5,Apr 1,MIA,,NYM,L,3-7,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.167,.167,.222,.389,5,.85,-0.082,-0.70,3.00,3.00,CF
136,6,Apr 2,MIA,,NYM,L,5-6,CG,5,4,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,.273,.304,.364,.668,7,1.32,0.236,2.13,15.00,18.50,CF
137,7,Apr 3,MIA,,NYM,L,4-6,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.269,.296,.346,.642,6,.65,-0.039,-0.23,5.00,6.50,CF
138,8,Apr 5,MIA,@,ATL,L,0-4,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.241,.267,.310,.577,7,.53,-0.062,-0.71,0.00,0.00,CF
139,9,Apr 6,MIA,@,ATL,W,4-2,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.242,.265,.303,.568,7,.73,-0.032,-0.42,3.00,3.00,CF
140,10,Apr 7,MIA,@,ATL,L,3-4,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.243,.263,.297,.560,5,1.64,-0.090,-0.30,5.00,6.20,CF
141,11,Apr 9,MIA,@,CIN,L,0-14,CG,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,.275,.293,.350,.643,7,.75,-0.032,-0.12,8.00,9.00,CF
142,12,Apr 10,MIA,@,CIN,L,1-2,CG,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,.250,.267,.318,.585,6,1.37,-0.137,-0.98,0.00,0.00,CF
143,13,Apr 11,MIA,@,CIN,L,0-5,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.234,.250,.298,.548,6,.87,-0.062,-0.62,0.00,0.00,CF
144,14,Apr 12,MIA,,PHI,L,1-9,5-GF,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.224,.240,.286,.526,9,.23,-0.012,-0.47,0.00,0.00,PH CF
145,15,Apr 13,MIA,,PHI,W,10-3,CG,4,4,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,.226,.241,.302,.543,8,.28,0.131,1.10,9.00,13.00,CF
146,16,Apr 14,MIA,,PHI,L,1-3,CG(14),5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.211,.237,.281,.518,8,1.47,-0.088,-0.58,2.00,3.00,CF
147,17,Apr 15,MIA,,CHC,L,2-7,GS-7,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.207,.258,.276,.534,8,.90,0.055,0.57,4.00,6.00,CF
148,18,Apr 16,MIA,,CHC,L,0-4,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.197,.246,.262,.508,8,1.48,-0.110,-0.76,0.00,0.00,CF
149,19,Apr 17,MIA,,CHC,L,0-6,6-7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.194,.242,.258,.500,9,.11,-0.003,-0.09,0.00,0.00,PH
150,20,Apr 19,MIA,,WSN,W,3-2,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.190,.239,.254,.493,9,.34,-0.008,-0.14,0.00,0.00,PH CF
151,21,Apr 20,MIA,,WSN,W,9-3,8-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.188,.235,.250,.485,9,.02,0.000,-0.21,0.00,0.00,CF
152,22,Apr 21,MIA,,WSN,L,0-5,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.179,.225,.239,.464,8,.64,-0.046,-0.36,0.00,0.00,CF
153,23,Apr 23,MIA,@,CLE,W,3-1,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.179,.225,.239,.464,1,,,,0.00,0.00,CF
154,25 (1),Apr 25,MIA,@,PHI,W,3-1,CG(10),4,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.188,.243,.246,.490,8,1.93,0.048,0.33,7.00,9.20,CF
155,26,Apr 26,MIA,@,PHI,L,0-4,CG,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.194,.247,.264,.511,8,1.41,0.008,0.10,5.00,6.00,CF
156,27,Apr 27,MIA,@,PHI,L,9-12,5-5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.192,.244,.260,.504,9,.65,-0.017,-0.23,0.00,0.00,PH
157,28,Apr 28,MIA,@,PHI,L,1-5,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.197,.247,.263,.510,8,.74,-0.010,-0.13,3.00,3.00,CF
