1,40,May 19,PIT,,ATL,W,8-2,8-GF,,99,2.0,1,0,0,0,2,0,0,0.00,7,28,23,5,5,2,3,2,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.06,0.008,0.98,,, 8t --- 0 out a6, 9t end a 6
2,43,May 23,PIT,,COL,W,6-3,3-6,W(1-0),3,4.0,2,2,2,1,2,0,0,3.00,15,64,44,11,3,6,6,1,3,0,,0,0,0,0,0,14,1,0,0,0,0,0,.45,0.069,-0.04,,, 3t --- 0 out a2, 6t 3 out a4
3,47,May 27,PIT,@,TEX,W,9-1,7-8,,3,2.0,2,0,0,0,1,0,0,2.25,8,36,25,6,0,3,4,1,2,0,,0,0,0,0,0,8,0,0,0,0,0,0,.23,0.022,1.09,,, 7b --- 0 out a6, 8b 3 out a6
4,52,Jun 1,PIT,@,MIA,L,2-3,6-6,,4,1.0,0,0,0,0,0,0,0,2.00,3,8,5,2,0,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.35,0.026,0.46,,, 6b --- 0 out d2, 6b 3 out d2
5,54,Jun 3,PIT,,LAA,L,2-9,6-GF,,1,3.1,4,2,2,4,1,0,0,2.92,17,59,33,7,2,8,4,1,0,0,,2,0,0,0,0,12,1,0,0,1,0,0,.07,-0.012,-0.10,,, 6t 12- 2 out d5, 9t end d 7
6,71,Jun 21,PIT,,SFG,L,4-15,GS-4,L(1-1),17,3.0,6,7,7,2,2,2,0,6.46,17,68,42,8,3,4,9,3,1,0,19,,,0,0,0,15,3,0,0,0,0,0,1.08,-0.320,-5.53,,, 1t start tie, 4t --- 0 out d7
