1,2 (1),Apr 13,STL,,PIT,W,8-4,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,9,P
2,5 (2),Apr 17,STL,,CHC,L,6-7,0-0,3,3,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,9,P
3,7 (1),Apr 20,STL,@,PIT,L,5-10,0-0,3,3,0,1,0,0,0,0,0,,0,0,0,,,,0,0,.143,.143,.143,.286,9,P
4,10 (2),Apr 24,STL,@,CIN,W,6-4,0-GF,1,0,0,0,0,0,0,0,1,,0,0,0,,,,0,0,.143,.250,.143,.393,9,P
5,12 (1),Apr 27,STL,@,CHC,L,4-6,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.143,.250,.143,.393,9,P
6,14 (1),Apr 29,STL,@,CHC,L,3-4,GS-0,2,2,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.111,.200,.111,.311,9,P
7,22 (7),May 10,STL,,NYG,L,2-3,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.111,.200,.111,.311,8,P
8,27 (4),May 15,STL,,PHI,W,19-7,0-GF,1,1,0,1,1,0,0,2,0,,0,0,0,,,,0,0,.200,.273,.300,.573,9,P
9,29 (1),May 18,STL,,BRO,L,5-7,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.200,.273,.300,.573,9,P
10,33 (3),May 22,STL,,BSN,L,6-8,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.200,.273,.300,.573,6,P
11,34,May 23,STL,,BSN,L,6-8,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.200,.273,.300,.573,9,P
12,35,May 24,STL,,BSN,L,3-9,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.200,.273,.300,.573,9,P
13,44 (8),Jun 1,STL,@,PIT,W,3-2,0-GF,1,1,0,1,0,0,0,0,0,,0,0,0,,,,0,0,.273,.333,.364,.697,9,P
14,46 (1),Jun 5,STL,@,BSN,L,0-6,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.273,.333,.364,.697,9,P
