148 (147),Sep 13,ANA,,KCR,L,1-3,GF,1,0.1,0,0,0,0,0,P
151 (2),Sep 16,ANA,,MIN,L,3-9,GF,5,1.0,0,0,0,0,0,P
162 (10),Sep 28,ANA,,TEX,L,0-4,GF,8,2.0,0,0,0,0,0,P
