148 (147),Sep 19 (2),MLN,,CHC,W,8-5,GF,3,1.0,0,0,0,0,0,LF
159 (10),Oct 2 (1),MLN,,PIT,W,3-2,GS,30,8.0,1,0,0,1,0,RF
160,Oct 2 (2),MLN,,PIT,L,4-5,CG,41,9.0,1,0,1,2,0,RF
161,Oct 3,MLN,,PIT,W,11-5,GF,14,2.0,0,0,0,0,0,RF
162,Oct 4,MLN,,PIT,W,6-0,,16,4.1,0,0,0,0,0,LF
