104,32,May 4,NYY,,MIN,L,3-7,8-GF,,99,1.2,1,1,1,0,1,1,0,5.40,6,22,13,4,2,0,5,0,1,0,,2,0,0,0,0,6,0,0,0,0,0,0,.15,-0.001,0.48,3.15,5.00, 8t 12- 1 out d4, 9t end d 4
105,36,May 8,NYY,,SEA,L,1-10,8-GF,,3,2.0,5,5,5,2,3,1,0,14.73,13,48,27,8,5,1,7,4,1,0,,0,0,0,0,0,11,2,0,0,0,0,0,.05,-0.029,-3.94,-3.70,0.00, 8t --- 0 out d4, 9t end d 9
