1,42 (41),May 15,SFG,,TOR,W,4-3,GS-6,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.500,2.500,9,.80,0.074,0.90,,,P
2,47 (4),May 21,SFG,,ATL,W,4-3,GS-6,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.667,.667,1.000,1.667,9,1.20,-0.047,-0.40,,,P
