1,42,May 15,SFG,,TOR,W,4-3,GS-5,,99,5.0,2,3,2,3,5,0,0,3.60,21,96,64,20,7,7,6,3,0,0,55,,,0,1,0,18,1,0,0,0,0,2,1.25,-0.089,-0.71,14.25,24.00, 1t start tie, 5t 3 out tie
2,47,May 21,SFG,,ATL,W,4-3,GS-6,,5,5.0,8,2,2,0,3,0,0,3.60,23,79,50,13,9,5,15,10,2,0,46,,,0,0,0,23,1,0,0,0,0,0,1.02,0.029,0.32,8.45,18.00, 1t start tie, 6t 12- 0 out tie
