5,144,Sep 12,BAL,,CAL,L,5-6,9-GF,,99,1.0,1,0,0,0,1,0,0,0.00,4,1,1,0,0,1,,0,0,0,0,0,3,0,0,0,0,0,0,.77,0.030,0.43, 9t --- 0 out d1, 9t end d 1
6,147,Sep 16,BAL,,CHW,L,0-4,7-8,,3,2.0,3,1,1,1,1,0,0,3.00,9,3,1,0,0,3,,0,0,0,0,0,8,0,0,0,1,0,0,.26,-0.028,-0.14, 7t --- 0 out d3, 8t 3 out d4
