38,3,Apr 17,SFG,,LAD,W,7-4,4-7,W(1-0),99,3.1,1,0,0,1,1,0,1,0.00,13,4,6,2,0,0,,3,1,0,0,0,11,1,0,0,0,0,0,1.58,0.140,1.20, 4t 123 2 out tie, 7t 3 out a2
39,8,Apr 23,SFG,,STL,W,8-7,6-7,,5,2.0,3,1,1,1,2,0,1,1.69,11,3,1,0,0,3,,0,0,0,0,0,9,0,1,1,0,0,0,.36,-0.020,-0.04, 6t --- 0 out d4, 7t 3 out d4
40,12,Apr 27,SFG,,CHC,L,4-5,9-GF,,3,1.0,0,0,0,1,1,0,0,1.42,4,1,1,0,0,0,,1,0,0,0,0,3,0,0,1,0,0,0,.43,0.037,1.10, 9t -2- 0 out d2, 9t end d 2
41,13,Apr 29,SFG,,PHI,L,4-7,5-5,,1,0.2,1,0,0,0,0,0,0,1.29,3,2,0,0,0,1,,3,3,0,0,0,3,0,0,0,0,0,0,1.20,-0.144,-1.45, 5t 123 1 out d1, 5t 3 out d4
42,17,May 3,SFG,,PHI,L,2-4,5-GF,,3,4.1,3,0,0,1,1,0,1,0.79,16,7,3,0,0,3,,1,0,0,1,0,14,1,0,1,0,0,0,.26,0.062,2.15, 5t 1-- 2 out d4, 9t end d 3
43,22,May 7,SFG,,PIT,W,8-6,GS-5,,3,4.2,8,4,4,1,1,3,0,2.81,23,7,6,0,0,8,32,,,0,0,0,22,1,0,0,0,0,0,.97,-0.043,-1.70, 1t start tie, 5t --- 2 out a2
