3 (2),Apr 17,SFG,,LAD,W,7-4,,13,3.1,0,0,0,0,0,P
8 (4),Apr 23,SFG,,STL,W,8-7,,11,2.0,1,0,0,1,0,P
12 (3),Apr 27,SFG,,CHC,L,4-5,GF,4,1.0,0,0,0,0,0,P
13,Apr 29,SFG,,PHI,L,4-7,,3,0.2,0,0,0,0,0,P
17 (3),May 3,SFG,,PHI,L,2-4,GF,16,4.1,1,1,0,2,0,P
22 (4),May 7,SFG,,PIT,W,8-6,GS,23,4.2,1,1,0,2,0,P
