1,12 (11),Apr 19,KCR,,OAK,W,4-2,5-GF,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,6,1.69,0.007,-0.11,2.00,0.50,PR SS
2,27 (14),May 6,KCR,,CLE,L,3-10,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,7,.00,0.000,-0.11,0.00,-0.25,PH
