1,104 (103),Aug 20,BOS,,WSH,W,10-7,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,9,,,,P
2,112 (7),Aug 26 (1),BOS,,CHW,L,2-12,3-6,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,.000,.000,.000,.000,9,.88,-0.051,-0.67,P
3,117 (4),Aug 29,BOS,,DET,L,1-15,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,.000,.000,.000,.000,9,.04,-0.001,-0.73,P
