1,104,Aug 20,BOS,,WSH,W,10-7,,,99,2.0,5,2,2,0,0,1,0,9.00,10,,,,,,,,,,,,10,,,,,0,,,,,,
2,112,Aug 26(1),BOS,,CHW,L,2-12,3-6,,5,2.2,4,2,2,1,1,0,0,7.71,12,4,2,1,0,4,,3,0,1,0,0,11,1,0,0,1,0,0,.67,-0.028,0.60, 3t 123 1 out d4, 6t 1-- 0 out d4
3,117,Aug 29,BOS,,DET,L,1-15,7-GF,,2,3.0,4,4,4,1,1,1,1,9.39,16,2,7,0,1,4,,0,0,1,0,0,14,1,0,0,0,0,1,.00,0.000,-2.07, 7t --- 0 out d10, 9t end d14
