1,8,Apr 22,STL,,PIT,L,7-10,,,99,2.0,1,0,0,2,1,0,0,0.00,7,,,,,5,,,,,0,
2,134,Sep 6(2),STL,@,PIT,L,5-12,,,99,4.0,4,2,2,1,1,1,0,3.00,17,,,,,16,,,,,0,
3,142,Sep 14,STL,@,NYG,L,2-8,,,7,1.0,2,3,3,1,0,1,0,6.43,7,,,,,6,,,,,0,
4,152,Sep 27,STL,@,CIN,L,1-10,,,12,1.0,1,0,0,0,0,0,0,5.62,3,,,,,3,,,,,0,
