14 (13),Apr 29 (1),CIN,,CHC,L,4-5,CG,0,9.0,9,2,0,11,0,
15,Apr 29 (2),CIN,,CHC,W,3-2,CG,0,9.0,13,1,0,14,1,
16,May 1,CIN,@,STL,W,8-7,CG,0,9.0,12,2,0,14,0,
17,May 2 (1),CIN,@,STL,L,4-5,CG,0,8.1,8,0,1,9,0,
18,May 2 (2),CIN,@,STL,W,13-8,CG,0,7.0,7,0,0,7,1,
19,May 3,CIN,@,STL,L,3-5,CG,0,8.0,8,0,0,8,1,
20,May 5,CIN,@,CHC,L,2-5,CG,0,8.0,8,1,2,11,0,
21,May 6,CIN,@,CHC,L,2-4,CG,0,8.0,7,0,1,8,0,
22,May 7,CIN,@,CHC,L,0-5,CG,0,8.0,7,1,0,8,0,
42,Jun 11,BSN,@,CHC,W,4-2,CG,0,9.0,14,0,0,14,0,
43,Jun 12,BSN,@,CHC,L,0-2,CG,0,8.0,12,1,0,13,1,
44,Jun 13,BSN,@,CHC,L,7-9,CG,0,8.0,14,0,2,16,0,
45,Jun 16,BSN,@,STL,L,3-6,CG,0,8.0,10,0,0,10,0,
46,Jun 17,BSN,@,STL,L,3-4,CG,0,8.0,8,0,0,8,1,
47,Jun 19,BSN,@,STL,L,4-6,CG,0,8.0,11,0,0,11,0,
48,Jun 20,BSN,@,STL,L,3-8,CG,0,8.0,11,1,0,12,0,
49,Jun 23 (1),BSN,@,NYG,L,4-5,CG,0,8.1,13,0,0,13,0,
50,Jun 23 (2),BSN,@,NYG,L,1-11,CG,0,8.0,8,1,0,9,3,
51,Jun 24 (1),BSN,@,NYG,L,4-7,CG,0,8.0,6,3,0,9,0,
52,Jun 24 (2),BSN,@,NYG,L,5-12,GS,0, ,0,0,0,0,0,
53,Jun 25,BSN,,PHI,L,0-6,CG,0,9.0,12,0,0,12,0,
54,Jun 26 (1),BSN,,PHI,W,6-3,CG,0,9.0,3,3,0,6,0,
55,Jun 26 (2),BSN,,PHI,W,7-3,GS,0, ,1,0,0,1,0,
108 (52),Aug 19 (2),BSN,,BRO,W,1-0,CG,0,9.0,4,0,0,4,0,
110 (1),Aug 21 (1),BSN,,CHC,L,3-8,CG,0,9.0,3,0,0,3,0,
111,Aug 21 (2),BSN,,CHC,L,2-3,CG,0,9.0,5,0,0,5,0,
112,Aug 23,BSN,,CHC,L,6-11,GS,0,9.0,5,0,0,5,1,
113,Aug 24,BSN,,STL,W,3-1,CG,0,9.0,10,2,0,12,0,
114,Aug 25,BSN,,STL,W,9-8,CG,0,9.0,12,1,0,13,1,
115,Aug 26,BSN,,STL,W,10-8,CG,0,9.0,10,0,0,10,0,
116,Aug 27,BSN,,CIN,W,5-4,CG,0,9.0,12,4,0,16,1,
117,Aug 28,BSN,,CIN,L,6-7,CG,0,9.0,13,1,0,14,0,
118,Aug 30,BSN,,CIN,L,3-5,CG,0,10.0,13,0,0,13,0,
119,Aug 31,BSN,,PIT,L,2-7,CG,0,9.0,16,0,0,16,1,
120,Sep 2 (1),BSN,,PIT,W,1-0,CG,0,9.0,14,0,0,14,0,
121,Sep 2 (2),BSN,,PIT,L,3-5,CG,0,9.0,8,1,0,9,0,
122,Sep 4,BSN,@,NYG,L,3-7,CG,0,8.0,5,2,0,7,1,
123,Sep 6 (1),BSN,@,NYG,W,2-0,CG,0,9.0,6,1,0,7,0,
124,Sep 6 (2),BSN,@,NYG,L,4-5,CG,0,9.2,13,1,0,14,1,
125,Sep 7,BSN,@,NYG,L,1-3,CG,0,8.0,5,0,0,5,0,
126,Sep 8 (1),BSN,,PHI,L,2-6,CG,0,9.0,13,0,0,13,1,
127,Sep 8 (2),BSN,,PHI,L,3-5,CG,0,9.0,15,2,0,17,1,
128,Sep 9,BSN,,PHI,L,0-3,CG,0,9.0,13,0,0,13,0,
129,Sep 11 (1),BSN,,PHI,W,3-2,CG,0,9.0,11,1,0,12,1,
130,Sep 11 (2),BSN,,PHI,W,1-0,CG,0,9.0,14,1,0,15,0,
131,Sep 13 (1),BSN,,NYG,W,6-1,CG,0,9.0,15,0,0,15,0,
132,Sep 13 (2),BSN,,NYG,T,4-4,CG,0,13.0,17,0,0,17,2,
133,Sep 14,BSN,,NYG,W,3-0,CG,0,9.0,12,2,0,14,2,
134,Sep 18 (1),BSN,@,CIN,W,2-1,CG,0,9.0,10,0,0,10,0,
135,Sep 18 (2),BSN,@,CIN,L,5-8,CG,0,8.0,9,0,1,10,0,
136,Sep 19 (1),BSN,@,CIN,L,4-5,CG,0,8.0,12,0,0,12,0,
137,Sep 19 (2),BSN,@,CIN,L,3-5,CG,0,8.0,10,1,0,11,0,
138,Sep 21 (1),BSN,@,PIT,L,0-2,CG,0,8.0,13,1,0,14,2,
139,Sep 21 (2),BSN,@,PIT,L,0-5,CG,0,8.0,8,0,0,8,1,
140,Sep 22,BSN,@,PIT,L,7-12,CG,0,8.0,13,0,0,13,0,
141,Sep 24,BSN,@,CHC,L,1-9,CG,0,8.0,4,0,0,4,0,
142,Sep 25,BSN,@,CHC,L,4-7,CG,0,8.0,10,2,0,12,0,
