1,138,Sep 12(1),CIN,,NYG,L,5-17,,,99,3.1,9,6,5,1,2,1,0,13.50,22,,,,,21,,,,,0,
2,142,Sep 16,CIN,,PHI,L,3-10,,,3,2.0,3,1,1,0,1,0,0,10.12,9,,,,,9,,,,,0,
3,153,Sep 27(2),CIN,@,CHC,L,1-5,,,10,1.0,0,0,0,0,1,0,0,8.53,3,,,,,3,,,,,0,
